1	59.9154433830785
2	59.932110558387
3	60.0571143732007
4	60.0237800225837
5	60.1487838373974
6	60.2112857448042
7	60.2279529201127
8	60.1571174250516
9	59.8571082694988
10	59.9946124657938
11	59.9612781151769
12	60.1112826929533
13	60.0821151361634
14	60.2446200954212
15	60.0237800225837
16	59.8279407127089
17	60.0196132287566
18	60.0237800225837
19	59.9737784966582
20	59.8279407127089
21	60.0612811670278
22	59.8362743003632
23	59.7696055991292
24	59.9071097954243
25	59.8571082694988
26	59.5904334645629
27	59.5654327016002
28	59.6821029287596
29	59.4779300312306
30	59.7862727744377
31	59.7154372793766
32	59.4154281238238
33	59.6362681966613
34	59.5862666707358
35	59.4612628559221
36	59.2612567522202
37	59.3945941546881
38	59.1362529374065
39	59.3320922472813
40	59.4529292682679
41	59.4445956806136
42	59.0529170608641
43	58.9862483596301
44	59.0112491225929
45	59.1112521744438
46	59.1570869065422
47	58.8570777509893
48	58.8737449262978
49	59.0695842361726
50	59.0279162979013
51	58.7695750806197
52	58.9695811843216
53	58.7904090497553
54	59.0362498855556
55	59.0570838546912
56	59.0987517929624
57	58.9320800398775
58	58.9195796583962
59	58.9195796583962
60	58.9195796583962
61	59.0029155349386
62	59.0237495040742
63	58.9570808028403
64	58.9570808028403
65	58.9404136275318
66	59.0112491225929
67	58.7529079053112
68	58.7987426374096
69	58.8862453077792
70	59.0529170608641
71	59.0529170608641
72	59.0695842361726
73	59.0404166793827
74	58.8362437818537
75	58.8362437818537
76	58.6945727917315
77	59.0445834732098
78	59.01541591642
79	58.982081565803
80	58.777908668274
81	58.9612475966674
82	58.9445804213589
83	58.9654143904945
84	59.1487533188879
85	59.0987517929624
86	58.9195796583962
87	59.1237525559252
88	59.0737510299997
89	58.8987456892605
90	58.8862453077792
91	59.0862514114811
92	58.9737479781487
93	59.1362529374065
94	59.1362529374065
95	58.8195766065452
96	58.882078513952
97	59.1779208756778
98	59.1445865250608
99	58.7612414929655
100	59.1612537003693
101	58.8195766065452
102	59.1904212571591
103	58.9320800398775
104	59.1654204941964
105	59.0654174423455
106	59.0737510299997
107	58.8529109571622
108	59.1820876695049
109	59.1029185867896
110	58.9362468337046
111	59.0237495040742
112	59.1112521744438
113	58.8779117201249
114	59.0320830917285
115	58.9612475966674
116	59.0987517929624
117	58.8987456892605
118	58.8154098127181
119	58.8862453077792
120	58.915412864569
121	59.0237495040742
122	59.119585762098
123	58.8695781324707
124	58.9654143904945
125	59.0404166793827
126	59.0737510299997
127	59.0529170608641
128	58.8695781324707
129	58.9112460707419
130	59.2029216386405
131	59.1737540818507
132	59.2820907213558
133	58.8904121016063
134	59.0529170608641
135	58.982081565803
136	59.2904243090101
137	59.2112552262948
138	59.0820846176539
139	58.8445773695079
140	58.8404105756808
141	59.1279193497523
142	58.8779117201249
143	59.0195827102471
144	58.8070762250638
145	58.8154098127181
146	59.1404197312337
147	59.1404197312337
148	59.1320861435794
149	59.0195827102471
150	58.882078513952
151	59.1654204941964
